Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.03.11 12:46
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ5B+gasfurnace+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,July,658.983,55.433,0.000,0.000,55.433
,August,702.319,61.490,0.000,0.000,61.490
,September,519.472,40.173,14.486,0.648,40.821
,October,256.608,16.353,222.973,11.924,28.276
,November,136.722,7.433,361.917,32.844,40.277
,December,24.250,0.645,509.647,50.974,51.619
,,,,,,
,Annual Sum or Average,3782.481,284.621,2736.988,242.027,526.649
,Minimum of Months,24.250,0.645,0.000,0.000,28.276
,Maximum of Months,702.319,61.490,509.647,50.974,61.490


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,73.833,1.556,408.481,19.542,21.098
,February,56.917,1.048,409.336,23.482,24.529
,March,158.889,5.681,309.758,16.645,22.326
,April,230.903,9.057,179.694,6.434,15.491
,May,362.800,16.827,83.597,2.671,19.498
,June,624.836,33.777,0.000,0.000,33.777
,July,706.375,43.476,0.000,0.000,43.476
,August,730.194,47.920,0.000,0.000,47.920
,September,560.553,31.269,4.139,0.098,31.367
,October,282.044,11.655,129.480,4.179,15.834
,November,152.042,5.248,294.321,14.684,19.932
,December,25.167,0.350,431.400,23.995,24.345
,,,,,,
,Annual Sum or Average,3964.553,207.864,2250.206,111.730,319.593
,Minimum of Months,25.167,0.350,0.000,0.000,15.491
,Maximum of Months,730.194,47.920,431.400,23.995,47.920


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,75.236,2.191,461.494,29.889,32.080
,February,62.767,1.942,447.544,34.833,36.775
,March,182.836,9.254,337.508,24.041,33.295
,April,280.872,15.657,211.542,9.663,25.320
,May,409.353,27.686,108.856,4.370,32.056
,June,606.583,48.453,0.667,0.015,48.468
,July,671.750,61.683,0.000,0.000,61.683
,August,708.250,64.349,0.000,0.000,64.349
,September,552.775,41.580,13.083,0.403,41.982
,October,283.998,15.669,211.706,8.350,24.019
,November,144.003,6.450,349.633,23.011,29.462
,December,19.139,0.319,506.769,36.249,36.568
,,,,,,
,Annual Sum or Average,3997.562,295.233,2648.804,170.824,466.057
,Minimum of Months,19.139,0.319,0.000,0.000,24.019
,Maximum of Months,708.250,64.349,506.769,36.249,64.349


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,2.000,0.012,614.872,55.028,55.040
,February,6.278,0.082,558.040,57.862,57.944
,March,102.611,4.818,426.914,40.426,45.244
,April,194.681,11.779,267.152,16.347,28.126
,May,340.264,24.333,123.836,6.586,30.919
,June,583.681,44.061,0.917,0.030,44.091
,July,664.208,54.129,0.000,0.000,54.129
,August,701.764,57.014,0.000,0.000,57.014
,September,484.080,31.783,20.325,0.845,32.628
,October,163.750,7.228,280.913,14.527,21.755
,November,42.278,1.070,511.847,44.980,46.051
,December,0.000,0.000,620.500,60.515,60.515
,,,,,,
,Annual Sum or Average,3285.594,236.309,3425.316,297.146,533.455
,Minimum of Months,0.000,0.000,0.000,0.000,21.755
,Maximum of Months,701.764,57.014,620.500,60.515,60.515


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,641.353,30.099,30.099
,February,0.000,0.000,585.598,32.283,32.283
,March,68.389,1.909,439.833,22.546,24.455
,April,171.875,5.395,224.408,8.043,13.437
,May,343.694,15.235,88.715,2.841,18.076
,June,631.050,33.004,0.000,0.000,33.004
,July,708.167,42.374,0.000,0.000,42.374
,August,730.667,43.779,0.000,0.000,43.779
,September,510.313,22.993,6.597,0.158,23.151
,October,135.000,3.062,188.017,5.916,8.978
,November,24.278,0.222,510.403,24.200,24.423
,December,0.000,0.000,588.000,31.498,31.498
,,,,,,
,Annual Sum or Average,3323.433,167.972,3272.925,157.584,325.556
,Minimum of Months,0.000,0.000,0.000,0.000,8.978
,Maximum of Months,730.667,43.779,641.353,32.283,43.779


----------------------------------------------------------------------------------------------------
REPORT:,FANSPLIT
FOR:,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR
Custom Monthly Report

,,AIR SYSTEM COOLING COIL TOTAL COOLING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM HEATING COIL TOTAL HEATING ENERGY {HOURS NON-ZERO} [HOURS],AIR SYSTEM FAN ELECTRICITY ENERGY {FOR HOURS SHOWN} [kWh],AIR SYSTEM FAN ELECTRICITY ENERGY [kWh]
,January,0.000,0.000,649.289,38.363,38.363
,February,0.000,0.000,591.510,41.050,41.050
,March,115.744,4.132,441.944,27.859,31.991
,April,244.269,10.975,234.945,10.323,21.298
,May,403.144,25.694,111.745,4.258,29.952
,June,609.364,47.382,0.667,0.014,47.397
,July,672.833,60.166,0.000,0.000,60.166
,August,707.583,59.997,0.000,0.000,59.997
,September,533.539,33.123,15.681,0.452,33.575
,October,175.287,5.587,245.153,9.319,14.906
,November,44.833,0.620,521.514,30.901,31.522
,December,0.000,0.000,638.528,41.858,41.858
,,,,,,
,Annual Sum or Average,3506.598,247.677,3450.975,204.397,452.074
,Minimum of Months,0.000,0.000,0.000,0.000,14.906
,Maximum of Months,707.583,60.166,649.289,41.858,60.166


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2063.47,0.00,0.00
,February,2620.00,0.00,0.00
,March,1748.20,0.00,0.00
,April,836.84,0.00,0.00
,May,375.41,0.00,0.00
,June,7.56,0.00,0.00
,July,1.44,0.00,0.00
,August,0.00,0.00,0.00
,September,52.19,0.00,0.00
,October,656.34,0.00,0.00
,November,1699.36,0.00,0.00
,December,2493.72,0.00,0.00
,,,,
,Annual Sum or Average,1037.63,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2620.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,1493.43,0.00,0.00
,February,1978.27,0.00,0.00
,March,1320.55,0.00,0.00
,April,580.33,0.00,0.00
,May,240.05,0.00,0.00
,June,0.31,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,16.18,0.00,0.00
,October,374.10,0.00,0.00
,November,1191.01,0.00,0.00
,December,1811.70,0.00,0.00
,,,,
,Annual Sum or Average,743.73,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,1978.27,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2089.45,0.00,0.00
,February,2693.99,0.00,0.00
,March,1732.83,0.00,0.00
,April,779.36,0.00,0.00
,May,357.56,0.00,0.00
,June,5.70,0.00,0.00
,July,1.20,0.00,0.00
,August,0.00,0.00,0.00
,September,48.87,0.00,0.00
,October,650.78,0.00,0.00
,November,1693.24,0.00,0.00
,December,2513.16,0.00,0.00
,,,,
,Annual Sum or Average,1038.20,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2693.99,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2732.76,0.00,0.00
,February,3195.58,0.00,0.00
,March,2107.91,0.00,0.00
,April,945.34,0.00,0.00
,May,383.53,0.00,0.00
,June,7.14,0.00,0.00
,July,1.46,0.00,0.00
,August,0.00,0.00,0.00
,September,72.88,0.00,0.00
,October,807.41,0.00,0.00
,November,2356.40,0.00,0.00
,December,2985.98,0.00,0.00
,,,,
,Annual Sum or Average,1289.10,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,3195.58,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2256.58,0.00,0.00
,February,2701.91,0.00,0.00
,March,1798.72,0.00,0.00
,April,735.51,0.00,0.00
,May,253.13,0.00,0.00
,June,0.11,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,25.50,0.00,0.00
,October,523.44,0.00,0.00
,November,1924.51,0.00,0.00
,December,2333.09,0.00,0.00
,,,,
,Annual Sum or Average,1036.54,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2701.91,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT3_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2801.14,0.00,0.00
,February,3340.96,0.00,0.00
,March,2136.63,0.00,0.00
,April,892.87,0.00,0.00
,May,366.44,0.00,0.00
,June,5.56,0.00,0.00
,July,1.19,0.00,0.00
,August,0.00,0.00,0.00
,September,60.48,0.00,0.00
,October,765.72,0.00,0.00
,November,2382.27,0.00,0.00
,December,3039.25,0.00,0.00
,,,,
,Annual Sum or Average,1304.67,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,3340.96,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,1348.76,0.00,0.00
,February,1783.61,0.00,0.00
,March,1114.45,0.00,0.00
,April,454.02,0.00,0.00
,May,185.32,0.00,0.00
,June,0.22,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,14.11,0.00,0.00
,October,350.10,0.00,0.00
,November,1076.22,0.00,0.00
,December,1650.73,0.00,0.00
,,,,
,Annual Sum or Average,658.65,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,1783.61,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,803.39,0.00,0.00
,February,1170.64,0.00,0.00
,March,716.14,0.00,0.00
,April,248.27,0.00,0.00
,May,95.77,0.00,0.00
,June,0.00,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,0.69,0.00,0.00
,October,135.36,0.00,0.00
,November,610.04,0.00,0.00
,December,1020.28,0.00,0.00
,,,,
,Annual Sum or Average,395.75,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,1170.64,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,1370.91,0.00,0.00
,February,1848.79,0.00,0.00
,March,1113.84,0.00,0.00
,April,430.18,0.00,0.00
,May,181.42,0.00,0.00
,June,0.00,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,12.57,0.00,0.00
,October,350.12,0.00,0.00
,November,1070.60,0.00,0.00
,December,1672.69,0.00,0.00
,,,,
,Annual Sum or Average,664.45,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,1848.79,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT1_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,1869.17,0.00,0.00
,February,2215.76,0.00,0.00
,March,1383.03,0.00,0.00
,April,528.80,0.00,0.00
,May,190.68,0.00,0.00
,June,0.07,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,20.71,0.00,0.00
,October,443.58,0.00,0.00
,November,1582.05,0.00,0.00
,December,2053.87,0.00,0.00
,,,,
,Annual Sum or Average,849.70,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2215.76,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT2_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,1350.93,0.00,0.00
,February,1674.56,0.00,0.00
,March,1044.18,0.00,0.00
,April,326.66,0.00,0.00
,May,98.54,0.00,0.00
,June,0.00,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,1.62,0.00,0.00
,October,214.45,0.00,0.00
,November,1136.15,0.00,0.00
,December,1417.48,0.00,0.00
,,,,
,Annual Sum or Average,599.21,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,1674.56,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT3_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,1915.70,0.00,0.00
,February,2334.32,0.00,0.00
,March,1393.71,0.00,0.00
,April,496.44,0.00,0.00
,May,183.43,0.00,0.00
,June,0.00,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,16.51,0.00,0.00
,October,420.18,0.00,0.00
,November,1597.15,0.00,0.00
,December,2090.53,0.00,0.00
,,,,
,Annual Sum or Average,862.40,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2334.32,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2038.33,0.00,0.00
,February,2580.38,0.00,0.00
,March,1665.81,0.00,0.00
,April,740.21,0.00,0.00
,May,315.31,0.00,0.00
,June,1.81,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,32.50,0.00,0.00
,October,578.68,0.00,0.00
,November,1647.11,0.00,0.00
,December,2473.88,0.00,0.00
,,,,
,Annual Sum or Average,997.62,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2580.38,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,1445.21,0.00,0.00
,February,1922.65,0.00,0.00
,March,1231.01,0.00,0.00
,April,491.70,0.00,0.00
,May,197.55,0.00,0.00
,June,0.00,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,7.50,0.00,0.00
,October,309.02,0.00,0.00
,November,1122.17,0.00,0.00
,December,1774.55,0.00,0.00
,,,,
,Annual Sum or Average,701.79,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,1922.65,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2062.01,0.00,0.00
,February,2660.60,0.00,0.00
,March,1658.58,0.00,0.00
,April,688.86,0.00,0.00
,May,301.50,0.00,0.00
,June,1.08,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,28.69,0.00,0.00
,October,576.06,0.00,0.00
,November,1640.47,0.00,0.00
,December,2500.78,0.00,0.00
,,,,
,Annual Sum or Average,1000.92,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2660.60,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT1_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2669.29,0.00,0.00
,February,3107.52,0.00,0.00
,March,1961.01,0.00,0.00
,April,819.38,0.00,0.00
,May,319.49,0.00,0.00
,June,1.50,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,42.34,0.00,0.00
,October,704.66,0.00,0.00
,November,2254.65,0.00,0.00
,December,2935.50,0.00,0.00
,,,,
,Annual Sum or Average,1224.21,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,3107.52,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT2_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2167.89,0.00,0.00
,February,2574.27,0.00,0.00
,March,1623.86,0.00,0.00
,April,598.58,0.00,0.00
,May,204.64,0.00,0.00
,June,0.00,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,11.77,0.00,0.00
,October,426.13,0.00,0.00
,November,1801.12,0.00,0.00
,December,2268.61,0.00,0.00
,,,,
,Annual Sum or Average,963.97,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,2574.27,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,MAIN FUEL HEATING COIL_UNIT3_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [Btu/h],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE []
,January,2750.79,0.00,0.00
,February,3258.80,0.00,0.00
,March,1997.58,0.00,0.00
,April,764.85,0.00,0.00
,May,305.28,0.00,0.00
,June,1.06,0.00,0.00
,July,0.00,0.00,0.00
,August,0.00,0.00,0.00
,September,33.52,0.00,0.00
,October,668.23,0.00,0.00
,November,2289.58,0.00,0.00
,December,3001.34,0.00,0.00
,,,,
,Annual Sum or Average,1244.76,0.00,0.00
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,3258.80,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.02
,February,0.00,0.00,0.02
,March,0.00,0.00,0.06
,April,0.00,0.00,0.09
,May,0.00,0.00,0.13
,June,0.00,0.00,0.22
,July,0.00,0.00,0.26
,August,0.00,0.00,0.29
,September,0.00,0.00,0.20
,October,0.00,0.00,0.09
,November,0.00,0.00,0.05
,December,0.00,0.00,0.00
,,,,
,Annual Sum or Average,0.00,0.00,0.12
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.29


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.01
,February,0.00,0.00,0.01
,March,0.00,0.00,0.03
,April,0.00,0.00,0.04
,May,0.00,0.00,0.07
,June,0.00,0.00,0.16
,July,0.00,0.00,0.20
,August,0.00,0.00,0.23
,September,0.00,0.00,0.16
,October,0.00,0.00,0.06
,November,0.00,0.00,0.03
,December,0.00,0.00,0.00
,,,,
,Annual Sum or Average,0.00,0.00,0.08
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.23


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.02
,February,0.00,0.00,0.02
,March,0.00,0.00,0.05
,April,0.00,0.00,0.08
,May,0.00,0.00,0.14
,June,0.00,0.00,0.25
,July,0.00,0.00,0.30
,August,0.00,0.00,0.32
,September,0.00,0.00,0.22
,October,0.00,0.00,0.09
,November,0.00,0.00,0.04
,December,0.00,0.00,0.00
,,,,
,Annual Sum or Average,0.00,0.00,0.13
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.32


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,0.00,0.00,0.00
,March,0.00,0.00,0.02
,April,0.00,0.00,0.05
,May,0.00,0.00,0.11
,June,0.00,0.00,0.21
,July,0.00,0.00,0.24
,August,0.00,0.00,0.26
,September,0.00,0.00,0.14
,October,0.00,0.00,0.03
,November,0.00,0.00,0.01
,December,0.00,0.00,0.00
,,,,
,Annual Sum or Average,0.00,0.00,0.09
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.26


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,0.00,0.00,0.00
,March,0.00,0.00,0.01
,April,0.00,0.00,0.02
,May,0.00,0.00,0.06
,June,0.00,0.00,0.15
,July,0.00,0.00,0.19
,August,0.00,0.00,0.19
,September,0.00,0.00,0.10
,October,0.00,0.00,0.01
,November,0.00,0.00,0.00
,December,0.00,0.00,0.00
,,,,
,Annual Sum or Average,0.00,0.00,0.06
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.19


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.00
,February,0.00,0.00,0.00
,March,0.00,0.00,0.02
,April,0.00,0.00,0.05
,May,0.00,0.00,0.12
,June,0.00,0.00,0.24
,July,0.00,0.00,0.29
,August,0.00,0.00,0.28
,September,0.00,0.00,0.15
,October,0.00,0.00,0.02
,November,0.00,0.00,0.00
,December,0.00,0.00,0.00
,,,,
,Annual Sum or Average,0.00,0.00,0.10
,Minimum of Months,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.29


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,DX COOLING COIL_UNIT1_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.03
,February,0.00,0.00,0.03
,March,0.00,0.00,0.07
,April,0.00,0.00,0.10
,May,0.00,0.00,0.15
,June,0.00,0.00,0.25
,July,0.00,0.00,0.29
,August,0.00,0.00,0.32
,September,0.00,0.00,0.23
,October,0.00,0.00,0.11
,November,0.00,0.00,0.06
,December,0.00,0.00,0.01
,,,,
,Annual Sum or Average,0.00,0.00,0.14
,Minimum of Months,0.00,0.00,0.01
