Title,Column 1 Category,End use category and fuel,Total Heating TBTU/yr,Elec TBTU/yr,Fossil TBTU/yr,In.Hvac Heating Type And Fuel,Building Id,End use category,End use fuel type,In.Bedrooms,In.Geometry Attic Type,In.Geometry Building Type Acs,In.Geometry Building Type Height,In.Geometry Building Type Recs,In.Geometry Floor Area,In.Geometry Floor Area Bin,In.Geometry Foundation Type,In.Geometry Stories,In.Geometry Wall Exterior Finish,In.Geometry Wall Type,In.Geometry Wall Type And Exterior Finish,In.Heating Fuel,In.Hvac Cooling Efficiency,In.Hvac Cooling Type,In.Hvac Has Ducts,In.Hvac Has Shared System,In.Hvac Has Zonal Electric Heating,In.Hvac Heating Efficiency,In.Hvac Heating Type,In.Infiltration,In.Insulation Ceiling,In.Insulation Floor,In.Insulation Foundation Wall,In.Insulation Roof,In.Insulation Slab,In.Insulation Wall,In.Lighting,In.Misc Extra Refrigerator,In.Misc Freezer,In.Misc Gas Fireplace,In.Misc Gas Grill,In.Misc Gas Lighting,In.Misc Hot Tub Spa,In.Misc Pool,In.Misc Pool Heater,In.Misc Pool Pump,In.Misc Well Pump,In.Occupants,In.Resstock County Id,In.State,In.Vacancy Status,In.Vintage,In.Vintage Acs,In.Water Heater Efficiency,In.Water Heater Fuel,In.Water Heater In Unit,In.Windows,Tenure type,Number of units,Out.Floor Area Conditioned Ft 2,Clothes Dryer (group),Cooking Range (group),In.Bathroom Spot Vent Hour,In.Cec Climate Zone,In.Ceiling Fan,In.Clothes Dryer,In.Clothes Washer,In.Clothes Washer Presence,In.Cooking Range,In.Cooling Setpoint,In.Cooling Setpoint Has Offset,In.Cooling Setpoint Offset Magnitude,In.Cooling Setpoint Offset Period,In.Corridor,In.Dehumidifier,In.Dishwasher,In.Door Area,In.Doors,In.Ducts,In.Eaves,In.Electric Vehicle,In.Geometry Building Horizontal Location Mf,In.Geometry Building Horizontal Location Sfa,In.Geometry Building Level Mf,In.Geometry Building Number Units Mf,In.Geometry Building Number Units Sfa,In.Geometry Building Type Recs (group),In.Geometry Garage,In.Geometry Stories Low Rise,In.Heating Setpoint,In.Heating Setpoint Has Offset,In.Heating Setpoint Offset Magnitude,In.Heating Setpoint Offset Period,In.Holiday Lighting,In.Hot Water Distribution,In.Hot Water Fixtures,In.Hvac Heating System Type,In.Hvac Secondary Heating Efficiency,In.Hvac Secondary Heating Type And Fuel,In.Hvac Shared Efficiencies,In.Hvac System Is Faulted,In.Hvac System Single Speed Ac Airflow,In.Hvac System Single Speed Ac Charge,In.Hvac System Single Speed Ashp Airflow,In.Hvac System Single Speed Ashp Charge,In.Interior Shading,In.Iso Rto Region,In.Lighting Interior Use,In.Lighting Other Use,In.Location City,In.Location Latitude,In.Location Longitude,In.Location Region,In.Mechanical Ventilation,In.Natural Ventilation,In.Neighbors,In.Orientation,In.Overhangs,In.Plug Load Diversity,In.Plug Loads,In.Pv,In.Radiant Barrier,In.Range Spot Vent Hour,In.Reeds Balancing Area,In.Refrigerator,In.Resstock Puma Id,In.Roof Material,In.Schedules,In.Solar Hot Water,In.Units Represented,In.Usage Level,In.Window Areas,Out.Door Area Ft 2,Out.Duct Unconditioned Surface Area Ft 2,Out.Floor Area Attic Ft 2,Out.Floor Area Lighting Ft 2,Out.Hours Cooling Setpoint Not Met,Out.Hours Heating Setpoint Not Met,Out.Hvac Cooling Capacity W,Out.Hvac Heating Capacity W,Out.Hvac Heating Supp Capacity W,Out.Roof Area Ft 2,Out.Size Cooling System Kbtu H,,Out.Size Water Heater Gal,Out.Size Water Heater Gal (group),Out.Wall Area Above Grade Conditioned Ft 2,Out.Wall Area Above Grade Exterior Ft 2,Out.Wall Area Below Grade Ft 2,Out.Window Area Ft 2,Scaled Units
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000553837,5.33E-06,0.000548507,Natural Gas Fuel Furnace,472536,heating,fossil,1,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 76% AFUE",Ducted Heating,15 ACH50,None,None,None,"Finished, R-13",Uninsulated,"Wood Stud, R-7",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",renter_occupied,202.2952155,617,None,Gas,Hour8,None,Standard Efficiency,None,None,None,"Gas, 80% Usage",60F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,Middle,None,Bottom,16,None,Multi-Family & Single-Family Attached,None,1,67F,Yes,12F,Day and Night -4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,South,None,0.5,1.05,None,None,Hour16,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Low,F18 B18 L18 R18,20,0,0,617,7222.5,28.33,0,2839.731225,0,709.57,0,9.69,30,20-30,148.11,148.11,0,26.66,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000135111,2.71E-05,0.000108011,Natural Gas Fuel Furnace,472536,heating,fossil,1,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 76% AFUE",Ducted Heating,15 ACH50,None,None,None,"Finished, R-13",Uninsulated,"Wood Stud, R-7",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",owner_occupied,39.83579725,617,None,Gas,Hour8,None,Standard Efficiency,None,None,None,"Gas, 80% Usage",60F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,Middle,None,Bottom,16,None,Multi-Family & Single-Family Attached,None,1,67F,Yes,12F,Day and Night -4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,South,None,0.5,1.05,None,None,Hour16,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Low,F18 B18 L18 R18,20,0,0,617,7222.5,28.33,0,2839.731225,0,709.57,0,9.69,30,20-30,148.11,148.11,0,26.66,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.007703353,0.000246974,0.007456379,Natural Gas Fuel Furnace,473276,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Unheated Basement,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,15 ACH50,R-49,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% LED,EF 19.9,"EF 12, National Average",None,None,None,None,None,None,None,None,3,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Non-metal, Air",renter_occupied,60.42536214,2176,Electric,Electric,Hour3,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",75F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,72F,Yes,3F,Night -2h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour6,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,603.84,1088,2176,3104,4.5,0,23229.08957,0,1216.42,0,79.26,40,40-50,2202.86,2353.97,1101.43,396.51,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.023164822,0.000742678,0.022422144,Natural Gas Fuel Furnace,473276,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Unheated Basement,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,15 ACH50,R-49,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% LED,EF 19.9,"EF 12, National Average",None,None,None,None,None,None,None,None,3,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Non-metal, Air",owner_occupied,181.7056506,2176,Electric,Electric,Hour3,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",75F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,72F,Yes,3F,Night -2h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour6,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,603.84,1088,2176,3104,4.5,0,23229.08957,0,1216.42,0,79.26,40,40-50,2202.86,2353.97,1101.43,396.51,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.013790636,0.000501716,0.01328892,Natural Gas Fuel Furnace,473432,heating,fossil,5,Vented Attic,Single-Family Attached,Single-Family Attached,Single-Family Attached,4000+,4000+,Unheated Basement,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,3 ACH50,R-38,Ceiling R-19,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",100% Incandescent,EF 15.9,None,None,None,None,None,None,None,None,None,6,"CO, Denver County",CO,Occupied,2000s,2000-09,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Metal, Air",owner_occupied,159.2934894,13414,Electric,Electric,Hour21,None,None,"Electric, 120% Usage","Standard, 120% Usage",Yes,"Electric, 120% Usage",60F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"20% Leakage, R-6",2 ft,None,None,Middle,None,None,12,Multi-Family & Single-Family Attached,None,2,72F,Yes,6F,Night -5h,No Exterior Use,"Uninsulated, HomeRun, PEX",200% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,Northeast,None,2,0.79,None,No,Hour10,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,High,F12 B12 L12 R12,20,3722.38,6707,13414,3347.5,34.67,6931.624696,28313.38918,0,7498.65,23.65,96.61,50,40-50,1953.34,1953.34,976.67,234.4,8
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.007171556,0.000260908,0.006910648,Natural Gas Fuel Furnace,473432,heating,fossil,5,Vented Attic,Single-Family Attached,Single-Family Attached,Single-Family Attached,4000+,4000+,Unheated Basement,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,3 ACH50,R-38,Ceiling R-19,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",100% Incandescent,EF 15.9,None,None,None,None,None,None,None,None,None,6,"CO, Denver County",CO,Occupied,2000s,2000-09,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Metal, Air",renter_occupied,82.83752336,13414,Electric,Electric,Hour21,None,None,"Electric, 120% Usage","Standard, 120% Usage",Yes,"Electric, 120% Usage",60F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"20% Leakage, R-6",2 ft,None,None,Middle,None,None,12,Multi-Family & Single-Family Attached,None,2,72F,Yes,6F,Night -5h,No Exterior Use,"Uninsulated, HomeRun, PEX",200% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,Northeast,None,2,0.79,None,No,Hour10,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,High,F12 B12 L12 R12,20,3722.38,6707,13414,3347.5,34.67,6931.624696,28313.38918,0,7498.65,23.65,96.61,50,40-50,1953.34,1953.34,976.67,234.4,4
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000259631,0.000259631,0,Electricity Electric Furnace,473874,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Stucco, Light",Wood Frame,"Wood Frame, Stucco, Light",Electricity,None,No AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,5 ACH50,R-38,None,None,"Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-19",100% CFL,EF 6.7,None,Gas Fireplace,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1990s,1980-99,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,200.1439129,1220,Electric,Electric,Hour4,None,Standard Efficiency,"Electric, 120% Usage","EnergyStar, 120% Usage",Yes,"Electric, 120% Usage",65F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,Yes,3F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,2,0.91,None,No,Hour16,33,"EF 15.9, 100% Usage","CO, 00814","Asphalt Shingles, Medium",Stochastic,None,1,High,F12 B12 L12 R12,20,390.4,1220,1220,6962.5,0,0,8244.022718,0,1364,0,28.13,40,40-50,1166.33,1335.78,0,139.96,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001237608,0.001237608,0,Electricity Electric Furnace,473874,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Stucco, Light",Wood Frame,"Wood Frame, Stucco, Light",Electricity,None,No AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,5 ACH50,R-38,None,None,"Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-19",100% CFL,EF 6.7,None,Gas Fireplace,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1990s,1980-99,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,41.98709982,1220,Electric,Electric,Hour4,None,Standard Efficiency,"Electric, 120% Usage","EnergyStar, 120% Usage",Yes,"Electric, 120% Usage",65F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,Yes,3F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,2,0.91,None,No,Hour16,33,"EF 15.9, 100% Usage","CO, 00814","Asphalt Shingles, Medium",Stochastic,None,1,High,F12 B12 L12 R12,20,390.4,1220,1220,6962.5,0,0,8244.022718,0,1364,0,28.13,40,40-50,1166.33,1335.78,0,139.96,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004515574,0.00075265,0.003762924,Natural Gas Fuel Furnace,473935,heating,fossil,4,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,Vented Crawlspace,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,"Room AC, EER 8.5",Room AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,15 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,33.98873076,2663,Electric,Electric,Hour22,None,Standard Efficiency,"Electric, 80% Usage","EnergyStar, 80% Usage",Yes,"Electric, 80% Usage",70F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,1 Car,2,67F,Yes,12F,Day and Night -4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,0.5,0.91,None,No,Hour17,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Low,F9 B9 L9 R9,20,738.98,1475.5,2951,290.17,86.67,6351.844512,28189.18131,0,1649.66,21.67,96.19,50,40-50,2628.93,3023.86,513.23,219.32,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.02316653,0.000122904,0.023043626,Natural Gas Fuel Furnace,473935,heating,fossil,4,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,Vented Crawlspace,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,"Room AC, EER 8.5",Room AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,15 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,208.142282,2663,Electric,Electric,Hour22,None,Standard Efficiency,"Electric, 80% Usage","EnergyStar, 80% Usage",Yes,"Electric, 80% Usage",70F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,1 Car,2,67F,Yes,12F,Day and Night -4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,0.5,0.91,None,No,Hour17,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Low,F9 B9 L9 R9,20,738.98,1475.5,2951,290.17,86.67,6351.844512,28189.18131,0,1649.66,21.67,96.19,50,40-50,2628.93,3023.86,513.23,219.32,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000973887,1.11E-05,0.000962787,Natural Gas Fuel Boiler,474117,heating,fossil,2,None,2 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,Vented Crawlspace,2,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,"Room AC, EER 12.0",Room AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,8 ACH50,None,Ceiling R-13,Uninsulated,"Finished, R-30",None,"Wood Stud, R-11",100% LED,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1990s,1980-99,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,40.7323199,1138,Electric,Electric,Hour9,None,Standard Efficiency,"Electric, 80% Usage","EnergyStar, 80% Usage",Yes,"Electric, 80% Usage",76F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,None,2 ft,None,Not Applicable,None,Top,2,None,Multi-Family & Single-Family Attached,None,2,68F,Yes,6F,Night -1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",None,North,None,0.5,0.96,None,None,Hour12,33,"EF 15.9, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Low,F9 B9 L9 R9,20,0,0,1138,93,36.33,2350.367604,5184.83888,0,1138,8.02,17.69,30,20-30,1126.45,1126.45,0,101.38,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004815147,5.47E-05,0.004760447,Natural Gas Fuel Boiler,474117,heating,fossil,2,None,2 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,Vented Crawlspace,2,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,"Room AC, EER 12.0",Room AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,8 ACH50,None,Ceiling R-13,Uninsulated,"Finished, R-30",None,"Wood Stud, R-11",100% LED,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1990s,1980-99,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,201.3986928,1138,Electric,Electric,Hour9,None,Standard Efficiency,"Electric, 80% Usage","EnergyStar, 80% Usage",Yes,"Electric, 80% Usage",76F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,None,2 ft,None,Not Applicable,None,Top,2,None,Multi-Family & Single-Family Attached,None,2,68F,Yes,6F,Night -1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",None,North,None,0.5,0.96,None,None,Hour12,33,"EF 15.9, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Low,F9 B9 L9 R9,20,0,0,1138,93,36.33,2350.367604,5184.83888,0,1138,8.02,17.69,30,20-30,1126.45,1126.45,0,101.38,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.003468783,1.86E-07,0.003468597,Natural Gas Shared Heating,474456,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 8+ stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,12,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,None,No AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,15 ACH50,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-7",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",renter_occupied,226.3045722,617,None,Electric,Hour13,None,Standard Efficiency,None,None,None,"Electric, 80% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,Left,None,Middle,67,None,Multi-Family & Single-Family Attached,None,,60F,Yes,3F,Day and Night -3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,West,None,0.5,1.05,None,None,Hour10,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,Low,F30 B30 L30 R30,20,0,0,617,2893.17,0.33,0,0,0,0,0,0,30,20-30,414.72,454.72,0,124.42,11
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000245234,2.66E-06,0.000242574,Natural Gas Shared Heating,474456,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 8+ stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,12,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,None,No AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,15 ACH50,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-7",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",owner_occupied,15.8264405,617,None,Electric,Hour13,None,Standard Efficiency,None,None,None,"Electric, 80% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,Left,None,Middle,67,None,Multi-Family & Single-Family Attached,None,,60F,Yes,3F,Day and Night -3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,West,None,0.5,1.05,None,None,Hour10,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,Low,F30 B30 L30 R30,20,0,0,617,2893.17,0.33,0,0,0,0,0,0,30,20-30,414.72,454.72,0,124.42,1
