Title,Column 1 Category,End use category and fuel,Total Heating TBTU/yr,Elec TBTU/yr,Fossil TBTU/yr,In.Hvac Heating Type And Fuel,Building Id,End use category,End use fuel type,In.Bedrooms,In.Geometry Attic Type,In.Geometry Building Type Acs,In.Geometry Building Type Height,In.Geometry Building Type Recs,In.Geometry Floor Area,In.Geometry Floor Area Bin,In.Geometry Foundation Type,In.Geometry Stories,In.Geometry Wall Exterior Finish,In.Geometry Wall Type,In.Geometry Wall Type And Exterior Finish,In.Heating Fuel,In.Hvac Cooling Efficiency,In.Hvac Cooling Type,In.Hvac Has Ducts,In.Hvac Has Shared System,In.Hvac Has Zonal Electric Heating,In.Hvac Heating Efficiency,In.Hvac Heating Type,In.Infiltration,In.Insulation Ceiling,In.Insulation Floor,In.Insulation Foundation Wall,In.Insulation Roof,In.Insulation Slab,In.Insulation Wall,In.Lighting,In.Misc Extra Refrigerator,In.Misc Freezer,In.Misc Gas Fireplace,In.Misc Gas Grill,In.Misc Gas Lighting,In.Misc Hot Tub Spa,In.Misc Pool,In.Misc Pool Heater,In.Misc Pool Pump,In.Misc Well Pump,In.Occupants,In.Resstock County Id,In.State,In.Vacancy Status,In.Vintage,In.Vintage Acs,In.Water Heater Efficiency,In.Water Heater Fuel,In.Water Heater In Unit,In.Windows,Tenure type,Number of units,Out.Floor Area Conditioned Ft 2,Clothes Dryer (group),Cooking Range (group),In.Bathroom Spot Vent Hour,In.Cec Climate Zone,In.Ceiling Fan,In.Clothes Dryer,In.Clothes Washer,In.Clothes Washer Presence,In.Cooking Range,In.Cooling Setpoint,In.Cooling Setpoint Has Offset,In.Cooling Setpoint Offset Magnitude,In.Cooling Setpoint Offset Period,In.Corridor,In.Dehumidifier,In.Dishwasher,In.Door Area,In.Doors,In.Ducts,In.Eaves,In.Electric Vehicle,In.Geometry Building Horizontal Location Mf,In.Geometry Building Horizontal Location Sfa,In.Geometry Building Level Mf,In.Geometry Building Number Units Mf,In.Geometry Building Number Units Sfa,In.Geometry Building Type Recs (group),In.Geometry Garage,In.Geometry Stories Low Rise,In.Heating Setpoint,In.Heating Setpoint Has Offset,In.Heating Setpoint Offset Magnitude,In.Heating Setpoint Offset Period,In.Holiday Lighting,In.Hot Water Distribution,In.Hot Water Fixtures,In.Hvac Heating System Type,In.Hvac Secondary Heating Efficiency,In.Hvac Secondary Heating Type And Fuel,In.Hvac Shared Efficiencies,In.Hvac System Is Faulted,In.Hvac System Single Speed Ac Airflow,In.Hvac System Single Speed Ac Charge,In.Hvac System Single Speed Ashp Airflow,In.Hvac System Single Speed Ashp Charge,In.Interior Shading,In.Iso Rto Region,In.Lighting Interior Use,In.Lighting Other Use,In.Location City,In.Location Latitude,In.Location Longitude,In.Location Region,In.Mechanical Ventilation,In.Natural Ventilation,In.Neighbors,In.Orientation,In.Overhangs,In.Plug Load Diversity,In.Plug Loads,In.Pv,In.Radiant Barrier,In.Range Spot Vent Hour,In.Reeds Balancing Area,In.Refrigerator,In.Resstock Puma Id,In.Roof Material,In.Schedules,In.Solar Hot Water,In.Units Represented,In.Usage Level,In.Window Areas,Out.Door Area Ft 2,Out.Duct Unconditioned Surface Area Ft 2,Out.Floor Area Attic Ft 2,Out.Floor Area Lighting Ft 2,Out.Hours Cooling Setpoint Not Met,Out.Hours Heating Setpoint Not Met,Out.Hvac Cooling Capacity W,Out.Hvac Heating Capacity W,Out.Hvac Heating Supp Capacity W,Out.Roof Area Ft 2,Out.Size Cooling System Kbtu H,,Out.Size Water Heater Gal,Out.Size Water Heater Gal (group),Out.Wall Area Above Grade Conditioned Ft 2,Out.Wall Area Above Grade Exterior Ft 2,Out.Wall Area Below Grade Ft 2,Out.Window Area Ft 2,Scaled Units
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.00078444,7.09E-06,0.00077735,Natural Gas Shared Heating,301837,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,0-499,0-1499,Vented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,Shared Cooling,Central AC,Has ducts,Heating and Cooling Shared,No,Shared Heating,Ducted Heating,15 ACH50,None,Ceiling R-19,Uninsulated,"Finished, R-38",None,"Wood Stud, R-11",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1990s,1980-99,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",renter_occupied,194.3379192,333,None,Electric,Hour15,None,Standard Efficiency,None,None,None,"Electric, 80% Usage",72F,No,0F,None,Double-Loaded Interior,None,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Middle,None,Bottom,67,None,Multi-Family & Single-Family Attached,None,1,67F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Shared Heating,None,None,"Fan Coil Heating and Cooling, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,West,None,0.5,1.05,None,None,Hour9,33,"EF 19.9, 100% Usage","CO, 00814","Asphalt Shingles, Medium",Stochastic,None,1,Low,F18 B18 L18 R18,20,0,0,333,126,4,0,0,0,401.01,0,0,30,20-30,108.81,108.81,54.41,19.59,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004211851,3.91E-06,0.004207941,Natural Gas Shared Heating,302115,heating,fossil,1,None,10 to 19 Unit,"Multifamily with 5+ units, 4-7 stories",Multi-Family with 5+ Units,500-749,0-1499,Vented Crawlspace,4,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,30 ACH50,None,Uninsulated,Uninsulated,"Finished, R-7",None,"Wood Stud, Uninsulated",100% Incandescent,None,None,None,None,None,None,None,None,None,Typical Efficiency,1,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,Shared DHW,"Double, Clear, Non-metal, Air",renter_occupied,211.7157133,617,None,Electric,Hour22,None,Standard Efficiency,None,None,None,"Electric, 120% Usage",75F,Yes,2F,Night Setup -3h,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Middle,None,Bottom,15,None,Multi-Family & Single-Family Attached,None,,68F,Yes,3F,Night,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,South,None,2,1.05,None,None,Hour11,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,High,F15 B15 L15 R15,20,0,0,617,2825.83,5.33,0,0,0,0,0,0,30,20-30,296.23,296.23,148.11,44.43,11
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000605079,5.62E-07,0.000604517,Natural Gas Shared Heating,302115,heating,fossil,1,None,10 to 19 Unit,"Multifamily with 5+ units, 4-7 stories",Multi-Family with 5+ Units,500-749,0-1499,Vented Crawlspace,4,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,30 ACH50,None,Uninsulated,Uninsulated,"Finished, R-7",None,"Wood Stud, Uninsulated",100% Incandescent,None,None,None,None,None,None,None,None,None,Typical Efficiency,1,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,Shared DHW,"Double, Clear, Non-metal, Air",owner_occupied,30.41529943,617,None,Electric,Hour22,None,Standard Efficiency,None,None,None,"Electric, 120% Usage",75F,Yes,2F,Night Setup -3h,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Middle,None,Bottom,15,None,Multi-Family & Single-Family Attached,None,,68F,Yes,3F,Night,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,South,None,2,1.05,None,None,Hour11,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,High,F15 B15 L15 R15,20,0,0,617,2825.83,5.33,0,0,0,0,0,0,30,20-30,296.23,296.23,148.11,44.43,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.006848807,0.006848807,0,Electricity Electric Furnace,302208,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,"AC, SEER 10",Central AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,15 ACH50,R-49,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-7",100% Incandescent,EF 15.9,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Propane Standard,Propane,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,177.612523,1220,Electric,Electric,Hour22,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",70F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"30% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour8,33,"EF 17.6, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F12 B12 L12 R12,20,390.4,1220,1220,2.17,0,7868.419071,13365.16448,0,1364,26.85,45.6,40,40-50,1166.33,1335.78,0,139.96,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002487858,0.002487858,0,Electricity Electric Furnace,302208,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,"AC, SEER 10",Central AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,15 ACH50,R-49,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-7",100% Incandescent,EF 15.9,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Propane Standard,Propane,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,64.51848973,1220,Electric,Electric,Hour22,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",70F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"30% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour8,33,"EF 17.6, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F12 B12 L12 R12,20,390.4,1220,1220,2.17,0,7868.419071,13365.16448,0,1364,26.85,45.6,40,40-50,1166.33,1335.78,0,139.96,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000389231,4.65E-06,0.000384581,Natural Gas Fuel Boiler,302262,heating,fossil,2,None,50 or more Unit,"Multifamily with 5+ units, 4-7 stories",Multi-Family with 5+ Units,750-999,0-1499,Slab,5,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 76% AFUE",Non-Ducted Heating,10 ACH50,None,None,None,"Finished, R-19","2ft R5 Under, Horizontal","Wood Stud, R-19",100% LED,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Vacant,1990s,1980-99,Natural Gas Standard,Natural Gas,Shared DHW,"Double, Clear, Non-metal, Air",owner_occupied,28.83021784,853,None,Electric,Hour23,None,"Standard Efficiency, No usage",None,None,None,"Electric, 100% Usage",70F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,Left,None,Top,67,None,Multi-Family & Single-Family Attached,None,,55F,Yes,3F,Day and Night -1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,Southwest,None,1,1.05,None,None,Hour9,33,"EF 19.9, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,0,853,25.17,0,2632.730797,4594.076234,0,961.84,8.98,15.68,30,20-30,487.63,527.63,0,87.77,1
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.00287973,3.44E-05,0.00284533,Natural Gas Fuel Boiler,302262,heating,fossil,2,None,50 or more Unit,"Multifamily with 5+ units, 4-7 stories",Multi-Family with 5+ Units,750-999,0-1499,Slab,5,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 76% AFUE",Non-Ducted Heating,10 ACH50,None,None,None,"Finished, R-19","2ft R5 Under, Horizontal","Wood Stud, R-19",100% LED,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Vacant,1990s,1980-99,Natural Gas Standard,Natural Gas,Shared DHW,"Double, Clear, Non-metal, Air",renter_occupied,213.3007949,853,None,Electric,Hour23,None,"Standard Efficiency, No usage",None,None,None,"Electric, 100% Usage",70F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,Left,None,Top,67,None,Multi-Family & Single-Family Attached,None,,55F,Yes,3F,Day and Night -1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,Southwest,None,1,1.05,None,None,Hour9,33,"EF 19.9, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,0,853,25.17,0,2632.730797,4594.076234,0,961.84,8.98,15.68,30,20-30,487.63,527.63,0,87.77,11
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002134743,8.39E-05,0.002050843,Natural Gas Fuel Furnace,303893,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Heated Basement,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,15 ACH50,R-19,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1960s,1960-79,Electric Premium,Electricity,WH in unit,"Double, Clear, Non-metal, Air",renter_occupied,33.98873076,2176,Electric,Electric,Hour0,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",68F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,2 Car,1,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Southeast,None,1,0.91,None,No,Hour11,33,"EF 17.6, 100% Usage","CO, 00815",Composition Shingles,Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,1088,2752,250.67,937.33,5495.421104,12510.84772,0,1860.41,18.75,42.69,50,40-50,1238.66,1693.77,950.66,171.12,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.01307263,0.000513549,0.012559081,Natural Gas Fuel Furnace,303893,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Heated Basement,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,15 ACH50,R-19,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1960s,1960-79,Electric Premium,Electricity,WH in unit,"Double, Clear, Non-metal, Air",owner_occupied,208.142282,2176,Electric,Electric,Hour0,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",68F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,2 Car,1,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Southeast,None,1,0.91,None,No,Hour11,33,"EF 17.6, 100% Usage","CO, 00815",Composition Shingles,Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,1088,2752,250.67,937.33,5495.421104,12510.84772,0,1860.41,18.75,42.69,50,40-50,1238.66,1693.77,950.66,171.12,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004087226,0.000138914,0.003948312,Natural Gas Fuel Furnace,304239,heating,fossil,2,None,3 or 4 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,Vented Crawlspace,3,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,30 ACH50,None,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, Uninsulated",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Metal, Air, Exterior Clear Storm",owner_occupied,43.17390292,1138,None,Electric,Hour7,None,Standard Efficiency,None,None,None,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Not Applicable,None,Middle,3,None,Multi-Family & Single-Family Attached,None,3,72F,Yes,3F,Day and Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,Southwest,None,1,0.96,None,None,Hour18,33,"EF 15.9, 100% Usage","CO, 00814",Composition Shingles,Stochastic,None,1,Medium,F30 B30 L30 R30,20,0,0,1138,4,40,5967.131861,12996.77328,0,0,20.36,44.35,30,20-30,1126.45,1126.45,0,337.94,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.018835054,0.000640155,0.018194899,Natural Gas Fuel Furnace,304239,heating,fossil,2,None,3 or 4 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,Vented Crawlspace,3,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,30 ACH50,None,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, Uninsulated",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Metal, Air, Exterior Clear Storm",renter_occupied,198.9571098,1138,None,Electric,Hour7,None,Standard Efficiency,None,None,None,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Not Applicable,None,Middle,3,None,Multi-Family & Single-Family Attached,None,3,72F,Yes,3F,Day and Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,Southwest,None,1,0.96,None,None,Hour18,33,"EF 15.9, 100% Usage","CO, 00814",Composition Shingles,Stochastic,None,1,Medium,F30 B30 L30 R30,20,0,0,1138,4,40,5967.131861,12996.77328,0,0,20.36,44.35,30,20-30,1126.45,1126.45,0,337.94,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002136444,0.002136444,0,Electricity Baseboard,305901,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Heated Basement,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,None,No AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,15 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",100% LED,None,"EF 12, National Average",None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,177.612523,1220,Electric,Electric,Hour1,None,Standard Efficiency,"Electric, 120% Usage","EnergyStar, 120% Usage",Yes,"Electric, 120% Usage",75F,Yes,5F,Night Setup +5h,Not Applicable,None,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,65F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,2,0.91,None,No,Hour17,33,"EF 15.9, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,High,F18 B18 L18 R18,20,0,610,1220,6609.84,2,0,6651.538908,0,682,0,22.7,50,40-50,824.72,909.44,824.72,148.45,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000776072,0.000776072,0,Electricity Baseboard,305901,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Heated Basement,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,None,No AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,15 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",100% LED,None,"EF 12, National Average",None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,64.51848973,1220,Electric,Electric,Hour1,None,Standard Efficiency,"Electric, 120% Usage","EnergyStar, 120% Usage",Yes,"Electric, 120% Usage",75F,Yes,5F,Night Setup +5h,Not Applicable,None,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,65F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,2,0.91,None,No,Hour17,33,"EF 15.9, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,High,F18 B18 L18 R18,20,0,610,1220,6609.84,2,0,6651.538908,0,682,0,22.7,50,40-50,824.72,909.44,824.72,148.45,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.006522838,0.006522838,0,Electricity Electric Furnace,306448,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,Slab,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,"AC, SEER 10",Central AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,6 ACH50,R-38,None,None,"Unfinished, Uninsulated","2ft R5 Under, Horizontal","Wood Stud, R-11",100% LED,None,"EF 12, National Average",None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1990s,1980-99,Electric Standard,Electricity,WH in unit,"Double, Clear, Non-metal, Air",owner_occupied,195.1329818,1690,None,Electric,Hour21,None,Standard Efficiency,None,None,None,"Electric, 120% Usage",72F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,2 Car,2,70F,Yes,12F,Night -2h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,2,0.91,None,No,Hour15,33,"EF 10.5, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,High,F6 B6 L6 R6,20,468.97,1133,2266,3.5,68.83,7335.334436,12725.2682,0,1257.55,25.03,43.42,50,40-50,2133.33,2507.3,0,110.72,10
